#F D:/Cu-EXAFS.dat
#D Mon Jun 04 14:15:57 2012

#S 1 cu.dat 1.1 Column 2
#D Mon Jun 04 14:15:57 2012
#N 2
#L Column 1  Column 2
8993.012  2.89252
8993.288  2.949837
8993.566  3.001288
8993.844  3.046998
8994.122  3.087652
8994.399  3.117243
8994.675  3.140208
8994.953  3.156743
8995.23  3.165836
8995.509  3.165415
8995.785  3.15624
8996.063  3.147644
8996.342  3.130107
8996.617  3.109306
8996.896  3.087536
8997.173  3.065324
8997.451  3.042392
8997.729  3.018211
8998.007  2.996118
8998.284  2.975632
8998.563  2.957396
8998.839  2.943389
8999.117  2.930398
8999.396  2.920997
8999.674  2.916455
8999.951  2.914693
9000.229  2.916338
9000.506  2.923376
9000.784  2.933669
9001.062  2.948675
9001.34  2.96699
9001.618  2.98744
9001.897  3.012396
9002.175  3.039438
9002.453  3.068918
9002.73  3.096709
9003.008  3.124087
9003.287  3.150747
9003.564  3.174077
9003.844  3.191875
9004.122  3.203609
9004.401  3.209324
9004.678  3.210978
9004.956  3.205565
9005.234  3.195006
9005.513  3.181499
9005.792  3.162553
9006.069  3.142458
9006.35  3.119543
9006.627  3.096911
9006.905  3.074783
9007.184  3.052691
9007.462  3.031955
9007.741  3.011644
9008.02  2.991952
9008.299  2.975952
9008.576  2.959886
9008.855  2.944306
9009.134  2.929843
9009.412  2.914308
9009.69  2.901043
9009.969  2.885977
9010.248  2.873458
9010.527  2.861649
9010.806  2.847792
9011.085  2.836903
9011.363  2.826335
9011.643  2.817797
9011.922  2.810233
9012.2  2.804271
9012.479  2.800103
9012.759  2.796892
9013.038  2.796108
9013.315  2.796287
9013.597  2.798174
9013.874  2.799566
9014.153  2.802327
9014.434  2.806065
9014.711  2.809894
9014.991  2.814287
9015.27  2.819836
9015.55  2.825238
9015.828  2.830566
9016.108  2.837565
9016.387  2.844509
9016.667  2.85231
9016.947  2.860564
9017.225  2.869151
9017.505  2.879311
9017.784  2.888437
9018.763  2.929258
9019.74  2.972758
9020.719  3.017536
9021.697  3.060015
9022.678  3.100506
9023.657  3.139866
9024.638  3.176523
9025.618  3.205176
9026.598  3.221362
9027.578  3.221683
9028.56  3.202403
9029.542  3.168515
9030.522  3.127135
9031.505  3.082111
9032.487  3.037455
9033.471  2.99659
9034.454  2.963425
9035.437  2.938926
9036.42  2.921733
9037.405  2.911642
9038.389  2.908655
9039.372  2.911822
9040.358  2.919837
9041.344  2.930373
9042.329  2.941385
9043.314  2.950625
9044.3  2.954915
9045.287  2.952504
9046.273  2.948876
9047.261  2.946483
9048.248  2.948045
9049.235  2.955837
9050.224  2.968523
9051.212  2.981804
9052.201  2.992521
9053.189  2.999899
9054.179  3.002068
9055.169  3.002769
9056.158  3.002841
9057.148  3.008686
9058.139  3.019699
9059.129  3.03339
9060.12  3.049927
9061.112  3.067277
9062.104  3.082877
9063.096  3.096183
9064.088  3.10511
9065.081  3.114847
9066.073  3.125115
9067.066  3.135619
9068.06  3.147713
9069.055  3.16282
9070.048  3.178078
9071.043  3.193528
9072.037  3.20628
9073.031  3.214532
9074.027  3.21688
9075.023  3.212257
9076.019  3.201274
9077.016  3.184394
9078.012  3.162789
9079.01  3.141276
9080.007  3.113785
9081.004  3.089346
9082.002  3.066678
9083  3.04381
9083.998  3.022952
9084.997  3.00396
9085.996  2.986064
9086.996  2.970591
9087.995  2.958768
9088.995  2.950525
9089.996  2.944005
9090.995  2.936195
9091.997  2.925727
9092.999  2.911789
9094  2.893466
9095.002  2.874466
9096.005  2.854958
9097.007  2.838273
9098.01  2.823626
9099.013  2.814143
9100.016  2.80921
9101.02  2.809734
9102.023  2.814981
9103.028  2.824328
9104.033  2.83759
9105.037  2.853973
9106.043  2.871631
9107.048  2.890495
9108.055  2.908499
9109.06  2.925674
9110.066  2.941887
9110.211  2.945434
9110.499  2.948531
9110.785  2.953124
9111.074  2.956863
9111.361  2.959908
9111.648  2.963161
9111.937  2.966423
9112.224  2.970096
9112.512  2.972578
9112.8  2.975267
9113.088  2.977244
9113.375  2.979541
9113.664  2.982565
9113.952  2.983947
9114.239  2.985156
9114.527  2.987063
9114.815  2.987433
9115.104  2.989053
9115.392  2.989744
9115.681  2.991047
9115.968  2.990922
9116.256  2.991206
9116.544  2.990673
9116.832  2.991249
9117.12  2.99092
9117.408  2.990912
9117.697  2.991283
9117.984  2.990459
9118.273  2.990742
9118.562  2.990414
9118.851  2.990174
9119.139  2.990573
9119.427  2.990449
9119.716  2.990732
9120.004  2.990608
9120.293  2.991387
9120.581  2.992398
9120.868  2.992069
9121.157  2.99419
9121.447  2.995905
9121.736  2.996804
9122.023  2.998318
9122.744  3.005399
9123.756  3.018985
9123.901  3.02103
9124.189  3.025734
9124.478  3.030128
9124.767  3.035846
9125.056  3.042638
9125.345  3.049382
9125.633  3.055829
9125.923  3.062348
9126.211  3.070324
9126.5  3.078362
9126.79  3.085346
9127.078  3.093151
9127.368  3.102053
9127.655  3.10979
9127.945  3.116302
9128.235  3.124945
9128.524  3.133059
9128.813  3.141272
9129.103  3.14809
9129.391  3.156288
9129.68  3.162518
9129.97  3.168265
9130.26  3.174324
9130.549  3.180523
9130.838  3.184892
9131.127  3.189314
9131.417  3.195356
9131.706  3.197538
9131.996  3.200761
9132.285  3.203599
9132.574  3.206194
9132.865  3.209552
9133.154  3.209378
9133.444  3.211734
9133.733  3.211813
9134.023  3.211386
9134.313  3.211357
9135.326  3.208819
9136.487  3.204103
9137.645  3.194428
9138.806  3.183764
9139.964  3.170374
9141.126  3.156726
9142.287  3.139268
9143.449  3.119815
9144.611  3.096688
9145.772  3.071558
9146.936  3.043884
9148.098  3.015079
9149.262  2.984711
9150.425  2.952893
9151.589  2.922102
9152.754  2.890396
9153.92  2.858823
9155.083  2.828652
9156.25  2.80079
9157.416  2.775996
9158.582  2.75625
9159.749  2.742003
9160.916  2.734737
9162.085  2.733941
9163.251  2.739655
9164.42  2.75233
9165.589  2.769688
9166.758  2.791029
9167.926  2.815951
9169.097  2.84172
9170.267  2.867212
9171.437  2.889872
9172.607  2.909915
9173.779  2.926933
9174.95  2.939865
9176.121  2.948524
9177.294  2.955205
9178.467  2.958317
9179.64  2.958825
9180.813  2.957587
9181.986  2.954998
9183.16  2.950299
9184.335  2.947157
9185.51  2.943728
9186.685  2.941182
9187.859  2.939296
9189.035  2.937522
9190.212  2.936049
9191.389  2.934094
9192.565  2.932251
9193.742  2.929636
9194.92  2.924516
9196.098  2.920356
9197.276  2.916399
9198.453  2.912647
9199.633  2.913224
9200.812  2.916493
9201.991  2.924049
9203.172  2.934585
9204.353  2.948059
9205.531  2.964057
9206.713  2.980502
9207.895  2.995898
9209.075  3.007558
9210.257  3.015586
9211.439  3.0213
9212.622  3.023369
9213.805  3.024181
9214.986  3.022851
9216.172  3.020501
9217.355  3.016528
9218.539  3.011472
9219.724  3.004491
9220.908  2.996707
9222.093  2.985517
9223.279  2.974068
9224.466  2.960916
9225.65  2.946722
9226.836  2.929646
9228.023  2.914723
9229.211  2.898742
9230.397  2.881371
9231.585  2.865406
9232.772  2.849895
9233.962  2.836905
9235.15  2.822658
9236.339  2.811536
9237.528  2.801807
9238.718  2.793748
9239.906  2.788564
9241.098  2.784372
9242.288  2.78308
9243.479  2.782729
9244.669  2.78409
9245.86  2.786786
9247.052  2.788725
9248.243  2.791038
9249.436  2.793123
9250.629  2.793664
9251.82  2.794065
9253.015  2.795345
9254.208  2.795493
9255.402  2.796288
9256.595  2.797498
9257.79  2.798779
9258.983  2.801523
9260.18  2.802228
9261.373  2.802862
9262.569  2.805939
9263.766  2.808043
9264.96  2.810478
9266.155  2.813972
9267.353  2.817829
9268.55  2.821934
9269.747  2.825153
9270.943  2.829023
9272.142  2.832333
9273.338  2.836059
9274.537  2.838643
9275.734  2.840801
9276.935  2.842529
9278.133  2.844619
9279.332  2.846521
9280.532  2.848087
9281.73  2.850184
9282.931  2.850906
9284.132  2.851479
9285.331  2.853655
9286.532  2.853867
9287.734  2.856143
9288.936  2.856354
9290.137  2.858025
9291.339  2.859015
9292.54  2.860176
9293.743  2.861093
9294.945  2.860888
9296.148  2.862659
9297.352  2.862699
9298.555  2.863177
9299.757  2.862191
9300.961  2.861741
9302.165  2.8583
9303.37  2.854873
9304.575  2.849605
9305.779  2.845446
9306.983  2.840161
9308.188  2.83415
9309.395  2.829734
9310.601  2.822574
9311.807  2.818469
9313.012  2.81089
9314.221  2.806518
9315.426  2.799766
9316.633  2.7937
9317.841  2.788551
9319.049  2.784041
9320.257  2.779017
9321.464  2.774954
9322.672  2.772326
9323.88  2.769203
9325.088  2.767983
9326.297  2.7658
9327.507  2.765423
9328.717  2.764344
9329.925  2.762873
9331.136  2.761798
9332.346  2.760199
9333.556  2.758584
9334.766  2.755754
9335.977  2.751806
9337.188  2.746887
9338.398  2.743279
9339.61  2.737893
9340.822  2.73305
9342.034  2.727347
9343.246  2.723461
9344.458  2.719803
9345.67  2.717831
9346.882  2.71559
9348.096  2.71523
9349.31  2.715598
9350.523  2.715984
9351.735  2.716935
9352.949  2.717677
9354.164  2.718127
9355.379  2.718577
9356.592  2.718589
9357.808  2.718601
9359.022  2.718659
9360.237  2.718544
9361.452  2.719659
9362.667  2.720464
9363.883  2.721287
9364.188  2.721737
9364.491  2.72175
9364.796  2.721597
9365.1  2.722047
9365.403  2.721685
9365.708  2.721697
9366.011  2.721336
9366.315  2.722351
9366.619  2.722509
9366.924  2.722357
9367.228  2.723017
9367.531  2.723093
9367.836  2.723525
9368.14  2.723244
9368.444  2.723612
9368.748  2.723834
9369.052  2.724056
9369.356  2.724278
9369.66  2.724418
9369.965  2.724576
9370.27  2.724945
9370.573  2.724874
9370.877  2.724804
9371.182  2.725172
9371.486  2.725184
9371.792  2.72526
9372.095  2.725564
9372.398  2.72585
9372.704  2.725926
9373.007  2.726422
9373.313  2.726059
9373.617  2.72672
9373.921  2.726732
9374.226  2.727082
9374.53  2.726509
9374.833  2.727527
9375.138  2.728023
9375.444  2.728017
9375.747  2.727799
9376.052  2.728168
9376.356  2.728014
9376.661  2.728091
9376.966  2.728312
9377.27  2.728471
9377.575  2.728235
9377.879  2.728731
9378.185  2.728789
9378.488  2.728425
9378.793  2.728921
9379.098  2.730088
9379.401  2.729393
9379.707  2.730036
9380.011  2.730304
9380.316  2.729476
9380.62  2.730047
9380.926  2.730592
9381.229  2.730711
9381.534  2.730419
9381.839  2.730334
9382.144  2.73041
9382.448  2.731576
9382.753  2.731238
9383.059  2.730938
9383.362  2.73128
9383.669  2.731329
9383.973  2.730965
9384.276  2.730774
9384.582  2.731583
9384.888  2.731154
9385.191  2.731625
9385.496  2.73181
9385.803  2.731291
9386.107  2.731769
9386.259  2.731953
9387.784  2.732561
9389.309  2.731747
9390.834  2.731474
9392.359  2.731815
9393.886  2.730984
9395.412  2.730173
9396.938  2.729956
9398.466  2.728412
9399.993  2.727823
9401.521  2.725582
9403.048  2.724018
9404.576  2.721453
9406.104  2.718988
9407.634  2.715823
9409.162  2.711572
9410.691  2.708416
9412.221  2.704032
9413.752  2.700306
9415.282  2.69599
9416.812  2.691164
9418.343  2.686607
9419.876  2.682818
9421.406  2.679737
9422.938  2.677399
9424.471  2.674861
9426.004  2.672744
9427.536  2.671494
9429.069  2.670426
9430.604  2.6689
9432.137  2.666979
9433.67  2.666123
9435.206  2.665387
9436.741  2.664
9438.275  2.662633
9439.81  2.661118
9441.346  2.659623
9442.882  2.656891
9444.418  2.654928
9445.955  2.652786
9447.492  2.650211
9449.03  2.647973
9450.566  2.644774
9452.105  2.642743
9453.643  2.639411
9455.183  2.636798
9456.723  2.634703
9458.261  2.632846
9459.801  2.631613
9461.34  2.629725
9462.88  2.628313
9464.421  2.627073
9465.962  2.626006
9467.504  2.624537
9469.045  2.622845
9470.587  2.621518
9472.129  2.619834
9473.671  2.61881
9475.214  2.618229
9476.758  2.617165
9478.302  2.616074
9479.845  2.615624
9481.389  2.614866
9482.933  2.614514
9484.478  2.614376
9486.025  2.614276
9487.57  2.614082
9489.116  2.614454
9490.663  2.614499
9492.209  2.615379
9493.756  2.61517
9495.303  2.61547
9496.852  2.61546
9498.399  2.615195
9499.948  2.614661
9501.497  2.614961
9503.045  2.61535
9504.595  2.615343
9506.146  2.615352
9507.695  2.614718
9509.247  2.614653
9510.798  2.613803
9512.348  2.612885
9513.9  2.611463
9514.056  2.611736
9514.367  2.611472
9514.677  2.610471
9514.988  2.610825
9515.297  2.610506
9515.607  2.609821
9515.919  2.610146
9516.229  2.609747
9516.539  2.608968
9516.851  2.608972
9517.161  2.608552
9517.472  2.608556
9517.782  2.608167
9518.093  2.607551
9518.403  2.606808
9518.712  2.606416
9519.023  2.606587
9519.335  2.605853
9519.646  2.604827
9519.956  2.6042
9520.267  2.604247
9520.578  2.604253
9520.888  2.603661
9521.198  2.603176
9521.51  2.602791
9521.821  2.601941
9522.131  2.601073
9522.442  2.600945
9522.752  2.600654
9523.065  2.600121
9523.375  2.599603
9523.686  2.599613
9523.996  2.598589
9524.307  2.598022
9524.618  2.597693
9524.93  2.59683
9525.241  2.596641
9525.551  2.595809
9525.863  2.595491
9526.173  2.594516
9526.483  2.594327
9526.796  2.593349
9527.106  2.593532
9527.419  2.592556
9527.728  2.592965
9528.039  2.591614
9529.596  2.588455
9531.151  2.586142
9532.708  2.5845
9534.265  2.581263
9535.82  2.579335
9535.977  2.578886
9536.289  2.578984
9536.601  2.578611
9536.913  2.578268
9537.225  2.577531
9537.535  2.577915
9537.848  2.577141
9538.158  2.576715
9538.47  2.576305
9538.782  2.575774
9539.094  2.575605
9539.406  2.574939
9539.717  2.574757
9540.029  2.574415
9540.34  2.573654
9540.652  2.573641
9540.965  2.572991
9541.275  2.572481
9541.589  2.572531
9541.9  2.572537
9542.212  2.571715
9542.523  2.571318
9542.835  2.5709
9543.147  2.570887
9543.459  2.570124
9543.771  2.570251
9544.083  2.570151
9544.395  2.569638
9544.706  2.569256
9545.018  2.568697
9545.331  2.56742
9545.643  2.568145
9545.955  2.567935
9546.267  2.568161
9546.579  2.567793
9546.892  2.567393
9547.202  2.566629
9547.515  2.566077
9547.826  2.56635
9549.076  2.564996
9550.95  2.563506
9552.823  2.561567
9554.698  2.559923
9556.573  2.558667
9558.45  2.557059
9560.326  2.555245
9562.204  2.554156
9564.082  2.552279
9565.961  2.55057
9567.84  2.548528
9569.719  2.54653
9571.6  2.544914
9573.481  2.542534
9575.364  2.54165
9577.247  2.539505
9579.128  2.537815
9581.014  2.53634
9582.897  2.53411
9584.783  2.531821
9586.67  2.529626
9588.556  2.528416
9590.444  2.526664
9592.332  2.525759
9594.22  2.523718
9596.11  2.522179
9598.001  2.521489
9599.891  2.520005
9601.782  2.518413
9603.676  2.517621
9605.569  2.516724
9607.463  2.515633
9609.357  2.514336
9611.252  2.513418
9613.148  2.512676
9615.046  2.511308
9616.944  2.510622
9618.842  2.509058
9620.743  2.508642
9622.643  2.507519
9624.543  2.506836
9626.446  2.505614
9628.348  2.504106
9630.251  2.504027
9632.155  2.50279
9634.061  2.50131
9635.966  2.500212
9637.873  2.499006
9639.78  2.498456
9641.688  2.496459
9643.597  2.495301
9645.508  2.492892
9647.418  2.492069
9649.331  2.49072
9651.243  2.488966
9653.156  2.487112
9655.07  2.485717
9656.985  2.484244
9658.903  2.482879
9660.819  2.480958
9662.737  2.479245
9664.655  2.477157
9666.575  2.475451
9666.736  2.474906
9667.055  2.47449
9667.377  2.474186
9667.695  2.474076
9668.015  2.473683
9668.336  2.473329
9668.655  2.472762
9668.977  2.472599
9669.296  2.472422
9669.617  2.472323
9669.938  2.472477
9670.259  2.472256
9670.577  2.471718
9670.897  2.471168
9671.219  2.470817
9671.539  2.47042
9671.859  2.470222
9672.179  2.470224
9672.5  2.469675
9672.82  2.469384
9673.141  2.469211
9673.461  2.469013
9673.782  2.468348
9674.104  2.467578
9674.425  2.467183
9674.745  2.466788
9675.064  2.466031
9675.385  2.46573
9675.706  2.465966
9676.026  2.466061
9676.348  2.465516
9676.669  2.465646
9676.99  2.465823
9677.31  2.465732
9677.631  2.465536
9677.952  2.465561
9678.272  2.46589
9678.595  2.465018
9678.916  2.464985
9679.236  2.464894
9679.558  2.46407
9679.877  2.464386
9680.199  2.463609
9680.52  2.46353
9680.841  2.462974
9681.163  2.462628
9681.483  2.462491
9681.806  2.462412
9682.126  2.461857
9682.448  2.461767
9682.769  2.461677
9683.09  2.461436
9683.411  2.460881
9683.732  2.460432
9684.055  2.460655
9684.375  2.460206
9684.698  2.459837
9685.019  2.459689
9685.341  2.459067
9685.662  2.459463
9685.983  2.458981
9686.305  2.458856
9686.626  2.458246
9686.947  2.457995
9687.269  2.458021
9687.593  2.457527
9687.913  2.457125
9688.235  2.456792
9688.557  2.456645
9688.878  2.456348
9689.201  2.455625
9689.522  2.455638
9689.844  2.454892
9690.165  2.454573
9690.488  2.454391
9690.811  2.454142
9691.132  2.453902
9691.454  2.453402
9691.775  2.453832
9692.098  2.453674
9692.419  2.453401
9692.742  2.452566
9693.064  2.45211
9693.387  2.452299
9693.709  2.452406
9694.031  2.451962
9694.354  2.451092
9694.675  2.451141
9694.998  2.450619
9695.32  2.450611
9695.643  2.449757
9695.965  2.449898
9696.288  2.449534
9696.609  2.449115
9696.933  2.449131
9697.256  2.448666
9697.577  2.448327
9697.901  2.448593
9698.223  2.448482
9698.545  2.44811
9698.868  2.447931
9699.19  2.447331
9699.514  2.447517
9699.836  2.446986
9700.16  2.446864
9700.48  2.446605
9700.804  2.446472
9701.127  2.445987
9701.449  2.446229
9701.773  2.446121
9702.096  2.445488
9702.419  2.445584
9702.741  2.445792
9703.064  2.445057
9703.388  2.444879
9703.711  2.444395
9704.034  2.444535
9704.356  2.444051
9704.681  2.443805
9705.003  2.443616
9705.325  2.443167
9705.649  2.443114
9705.972  2.442653
9706.297  2.442329
9706.619  2.442208
9706.942  2.441828
9707.266  2.441696
9707.589  2.441315
9707.913  2.441286
9708.235  2.440973
9708.56  2.441169
9708.884  2.440417
9709.207  2.43998
9709.531  2.440334
