10800 0.0709745 
10805 0.0693439 
10810 0.067777 
10815 0.0661401 
10820 0.064484 
10825 0.0629618 
10830 0.0613566 
10835 0.0598025 
10840 0.0584204 
10845 0.0568535 
10850 0.0553439 
10855 0.0539045 
10860 0.0525159 
10865 0.0510828 
10870 0.0495477 
10875 0.0480892 
10880 0.0464395 
10885 0.0449554 
10890 0.0434713 
10895 0.0419873 
10900 0.0404777 
10905 0.0389872 
10910 0.037535 
10915 0.0361592 
10920 0.0346051 
10925 0.0331911 
10930 0.0316178 
10935 0.0301847 
10940 0.0287707 
10945 0.0275159 
10950 0.0262611 
10955 0.0248535 
10960 0.0234394 
10965 0.0221337 
10970 0.0207898 
10975 0.0195159 
10980 0.018172 
10985 0.0168089 
10990 0.0154458 
10995 0.0140573 
11000 0.012828 
11005 0.011414 
11010 0.010242 
11015 0.00899362 
11020 0.00784071 
11025 0.00662416 
11029.9 0.00554141 
11034.6 0.00445858 
11039.2 0.00345859 
11043.6 0.00264326 
11047.8 0.00189809 
11051.8 0.00120379 
11055.6 0.00078344 
11059.3 0.000445858 
11062.8 0.000216551 
11066.1 5.73268E-05 
11069.2 0 
11072.2 0.000222929 
11075 0.000662409 
11077.6 0.0013949 
11080 0.00242671 
11082.2 0.00381523 
11084.3 0.00543306 
11086.2 0.00773881 
11087.9 0.0100573 
11089.4 0.0132356 
11090.8 0.0165987 
11091.9 0.020312 
11092.9 0.0242802 
11093.8 0.0282739 
11094.4 0.0320382 
11094.9 0.0350637 
11095.2 0.0372357 
11095.5 0.0396943 
11095.8 0.0422739 
11096.1 0.0451274 
11096.4 0.0481592 
11096.7 0.0516688 
11097 0.055363 
11097.3 0.0594012 
11097.6 0.0639808 
11097.9 0.0692547 
11098.2 0.0749618 
11098.5 0.0814522 
11098.8 0.0887197 
11099.1 0.0970127 
11099.4 0.107089 
11099.7 0.118382 
11100 0.131809 
11100.3 0.147452 
11100.6 0.166962 
11100.9 0.18986 
11101.2 0.217376 
11101.5 0.252771 
11101.8 0.300535 
11102.1 0.360446 
11102.4 0.440025 
11102.7 0.545866 
11103 0.683925 
11103.3 0.862526 
11103.6 1.04817 
11103.9 1.22549 
11104.2 1.36655 
11104.5 1.46262 
11104.8 1.51989 
11105.1 1.55224 
11105.4 1.58035 
11105.7 1.60852 
11106 1.63041 
11106.3 1.6365 
11106.6 1.62373 
11106.9 1.60041 
11107.2 1.57483 
11107.5 1.54875 
11107.8 1.51803 
11108.1 1.4855 
11108.4 1.4524 
11108.7 1.42245 
11109 1.39692 
11109.3 1.37483 
11109.6 1.35737 
11109.9 1.34212 
11110.2 1.32958 
11110.5 1.32026 
11110.8 1.31451 
11111.1 1.31212 
11111.4 1.31132 
11111.7 1.31006 
11112 1.30725 
11112.3 1.30268 
11112.6 1.29747 
11112.9 1.2921 
11113.2 1.28688 
11113.5 1.28125 
11113.8 1.27415 
11114.1 1.26426 
11114.4 1.25141 
11114.7 1.2345 
11115 1.21381 
11115.3 1.18956 
11115.6 1.16245 
11115.9 1.13229 
11116.2 1.10314 
11116.5 1.07512 
11116.8 1.04918 
11117.1 1.02658 
11117.4 1.00823 
11117.7 0.994446 
11118 0.986641 
11118.3 0.983259 
11118.6 0.983304 
11118.9 0.985677 
11119.2 0.988984 
11119.5 0.99288 
11119.8 0.997195 
11120.1 1.00144 
11120.4 1.0058 
11120.7 1.00974 
11121 1.013 
11121.3 1.01553 
11121.6 1.01688 
11122 1.01725 
11122.3 1.01674 
11122.6 1.01547 
11123 1.01415 
11123.3 1.01294 
11123.6 1.0121 
11124 1.01176 
11124.3 1.01197 
11124.7 1.01273 
11125 1.01398 
11125.4 1.01533 
11125.7 1.01696 
11126.1 1.01863 
11126.5 1.0202 
11126.8 1.02162 
11127.2 1.02301 
11127.6 1.0243 
11128 1.02564 
11128.3 1.02669 
11128.7 1.02745 
11129.1 1.02767 
11129.5 1.02713 
11129.9 1.02548 
11130.3 1.02254 
11130.7 1.01847 
11131.1 1.01289 
11131.5 1.00627 
11131.9 0.999003 
11132.3 0.992154 
11132.7 0.985785 
11133.1 0.980911 
11133.5 0.977267 
11134 0.975782 
11134.4 0.975938 
11134.8 0.977492 
11135.2 0.97992 
11135.7 0.982934 
11136.1 0.986066 
11136.5 0.98908 
11137 0.991772 
11137.4 0.994099 
11137.9 0.995834 
11138.3 0.997173 
11138.8 0.998243 
11139.3 0.999006 
11139.7 0.99964 
11140.2 1.0003 
11140.7 1.00071 
11141.1 1.00079 
11141.6 1.00087 
11142.1 1.00066 
11142.6 1.00037 
11143 1.0002 
11143.5 1.00002 
11144 0.999815 
11144.5 0.999396 
11145 0.999101 
11145.5 0.998799 
11146 0.998469 
11146.5 0.998681 
11147 0.999493 
11147.5 1.00065 
11148 1.00221 
11148.5 1.004 
11149.1 1.00629 
11149.6 1.00888 
11150.1 1.01194 
11150.6 1.01555 
11151.2 1.01906 
11151.7 1.02267 
11152.2 1.02607 
11152.8 1.02878 
11153.3 1.03042 
11153.9 1.0307 
11154.4 1.02953 
11155 1.02664 
11155.5 1.02255 
11156.1 1.01736 
11156.6 1.01227 
11157.2 1.00722 
11157.8 1.00288 
